competency_id,competency_name,title,url,citation,summary
FL.MST.4,Scientific Investigation,Using Cooperative Learning to Enhance Students' Learning and Engagement During Inquiry-Based Science,https://doi.org/10.3390/educsci13121242,"Gillies, Robyn M. (2023). Using cooperative learning to enhance students' learning and engagement during inquiry-based science. Education Sciences, 13(12), 1242. https://doi.org/10.3390/educsci13121242","This review highlights the effectiveness of cooperative learning strategies in inquiry-based science education, emphasizing active student participation and enhancing engagement and learning outcomes. It explains that inquiry-based learning, coupled with structured group work, prompts students to explore solutions and engage deeply with scientific content, thereby improving their understanding. Cooperative learning in an inquiry-based framework also develops critical thinking, problem-solving, and communication skills, leading to higher academic achievement, greater engagement, and more positive attitudes towards science."
FL.MST.4,Scientific Investigation,Alignment of Hands-On STEM Engagement Activities with Positive STEM Dispositions in Secondary School Students,http://www.jstor.org/stable/43867753,"Christensen, R., Knezek, G., & Tyler-Wood, T. (2015). Alignment of hands-on STEM engagement activities with positive STEM dispositions in secondary school students. Journal of Science Education and Technology, 24(6), 898-909. http://www.jstor.org/stable/43867753","This study demonstrates that hands-on STEM activities, including laboratory experiments, engineering design projects, and mathematical modeling, significantly increase student engagement and interest in STEM fields. Students who participate in these activities show a deeper understanding of content and stronger connections to STEM careers, with a notable alignment between engagement activities and positive STEM dispositions, especially those involving real-world applications, problem-solving, and collaboration. The study concludes that such activities not only enhance immediate educational experience but also prepare students for future educational and career paths in STEM fields, emphasizing the importance of developing both hard and soft skills."
FL.MST.4,Scientific Investigation,Effect of Scientific Argumentation on the Development of Critical Thinking,https://doi.org/10.1007/s11191-020-00120-y,"Giri, V., & Paily, M.U. (2020). Effect of scientific argumentation on the development of critical thinking. Science & Education, 29, 673-690. https://doi.org/10.1007/s11191-020-00120-y","This study examines how scientific argumentation enhances critical thinking skills in secondary biology education, finding that students using this approach showed significant improvement over those in traditional teaching. It highlights scientific argumentation as a vital pedagogical method for understanding the evolving nature of science through evidence-based discussions and debates. Incorporating scientific argumentation into the curriculum fosters deeper understanding of concepts and enhances critical thinking, preparing students for rigorous scientific inquiry and problem-solving in real-world contexts."
GC.IS.2,Negotiating Conflict,"Collaboration, Intragroup Conflict, and Social Skills in Project-Based Learning",http://www.jstor.org/stable/43575307,"Lee, D., Huh, Y., & Reigeluth, C. M. (2015). Collaboration, intragroup conflict, and social skills in project-based learning. Instructional Science, 43(5), 561–590. http://www.jstor.org/stable/43575307","This study explores how social skills and intragroup conflicts impact collaborative project-based learning (PBL) in high school settings, emphasizing that effective collaboration skills and the ability to resolve conflicts are essential for successful teamwork. It categorizes intragroup conflicts into task-related, process-related, and relationship-related types, noting that strong group-level social skills are crucial in minimizing detrimental process and relationship-related conflicts and promoting effective collaboration."
GC.IS.2,Negotiating Conflict,The Impact of Enhancing Students' Social and Emotional Learning: A Meta-Analysis of School-Based Universal Interventions,https://doi.org/10.1111/j.1467-8624.2010.01564.x,"Durlak, J. A., Weissberg, R. P., Dymnicki, A. B., Taylor, R. D., & Schellinger, K. B. (2011). The impact of enhancing students' social and emotional learning: A meta-analysis of school-based universal interventions. Child Development, 82(1), 405–432. https://doi.org/10.1111/j.1467-8624.2010.01564.x","This meta-analysis of over 200,000 K-12 students found that social-emotional learning (SEL) programs significantly improve academic performance, social behaviors, and emotional well-being, with an average 11-percentile-point gain in academic achievement and reduced behavioral issues. The authors highlight conflict resolution as an essential social competency that can be effectively taught within SEL programs through explicit instruction and interactive activities. This integration supports improved social behaviors, reduced conduct problems, and a more positive school environment, underscoring the benefits of SEL for individual development and a healthier school atmosphere."
GC.IS.2,Negotiating Conflict,Now more than ever: Why youth organizing work belongs in schools and what that means in theory and practice,https://www.jstor.org/stable/26757714,"Arthurs, S. G. (2018). Now more than ever: Why youth organizing work belongs in schools and what that means in theory and practice. The High School Journal, 102(1), 46–71. https://www.jstor.org/stable/26757714","This study indicates that adolescence is a crucial period for identity development, self-efficacy, and civic awareness, and programs integrating youth organizing activities can capitalize on students' growing capacity for critical thinking. These activities create natural opportunities for students to develop and hone conflict resolution skills by encouraging critical thinking, open dialogue about community issues, and understanding diverse viewpoints. Educators should integrate experiential learning and support student-led initiatives to foster a culture of collaboration and civic engagement, enhancing conflict resolution and organizing skills."
GC.IS.2,Negotiating Conflict,The prosocial classroom: Teacher social and emotional competence in relation to student and classroom outcomes,https://doi.org/10.3102/0034654308325693,"Jennings, P. A., & Greenberg, M. T. (2009). The prosocial classroom: Teacher social and emotional competence in relation to student and classroom outcomes. Review of Educational Research, 79(1), 491-525. https://doi.org/10.3102/0034654308325693","This article highlights the critical role of teachers' social and emotional competence (SEC) in fostering positive classroom environments, effective classroom management, and stronger student relationships. Teachers with high SEC are better equipped to navigate and resolve conflicts using skills like emotional regulation, perspective-taking, and effective communication, promoting cooperation and intrinsic motivation among students. Such teachers are more likely to use proactive strategies to address classroom conflicts, understanding peer dynamics and underlying issues, thus contributing to a positive classroom climate that supports both social-emotional and academic outcomes."
GC.IS.2,Negotiating Conflict,Trajectories of Antisocial Behavior and Psychosocial Maturity From Adolescence to Young Adulthood,https://doi.org/10.1037/a0015862,"Monahan, K. C., Steinberg, L., Cauffman, E., & Mulvey, E. P. (2009). Trajectories of antisocial behavior and psychosocial maturity from adolescence to young adulthood. Developmental Psychology, 45(6), 1654–1668. https://doi.org/10.1037/a0015862","This study indicates that antisocial behavior declines as young people mature from adolescence to young adulthood due to cognitive development, which enhances their ability to consider long-term consequences and curb impulsivity. With growth in emotional and cognitive skills, such as empathy and conflict management, there is a natural decline in behaviors that harm or create disagreement. The authors suggest that adolescence is a key stage for interventions to help teenagers develop positive ways to navigate and reduce conflict, and improving emotional and cognitive skills can effectively reduce antisocial behavior."
GC.IS.3,Building Empathy,Empathy and Positive Aspects of Adolescent Peer Relationships: A Scoping Review,https://doi.org/10.1007/s10826-020-01753-x,"Portt, E., Person, S., Person, B., Rawana, E., & Brownlee, K. (2020). Empathy and positive aspects of adolescent peer relationships: A scoping review. Journal of Child and Family Studies, 29(9), 2416-2433. https://doi.org/10.1007/s10826-020-01753-x","This review examines the relationship between empathy and positive aspects of adolescent interpersonal functioning, noting its relevance to improving prosocial behavior and well-being among adolescents. During adolescence, peer relationships become critical for empathy development, which facilitates deeper understanding and connection. The authors identify cognitive empathy (understanding others' perspectives) and affective empathy (sharing or understanding others' emotions), suggesting that fostering empathy in educational settings can significantly enhance the quality of peer relationships through perspective-taking and empathetic interactions."
GC.IS.4,Productive Collaboration,Teaching Adolescents To Become Learners: The Role of Noncognitive Factors in Shaping School Performance: A Critical Literature Review,,"Farrington, C.A., Roderick, M., Allensworth, E., Nagaoka, J., Keyes, T.S., Johnson, D.W., & Beechum, N.O. (2013). Teaching adolescents to become learners. The role of noncognitive factors in shaping school performance: A critical literature review. The University of Chicago Consortium on Chicago School Research.","This study highlights that noncognitive factors like collaboration are crucial for students' academic and future career success. It emphasizes that collaboration skills, including cooperation, assertion, responsibility, and empathy, are particularly vital for adolescents as they correlate with career readiness. The authors advocate for educational strategies that promote social skills development to enhance student success and prepare them for collaborative roles."
GC.IS.4,Productive Collaboration,"Collaboration, Intragroup Conflict, and Social Skills in Project-Based Learning",http://www.jstor.org/stable/43575307,"Lee, D., Huh, Y., & Reigeluth, C. M. (2015). Collaboration, intragroup conflict, and social skills in project-based learning. Instructional Science, 43(5), 561-590. http://www.jstor.org/stable/43575307",This case study examines how social skills and intragroup conflicts influence collaborative project-based learning (PBL) in high school settings. It underscores the importance of collaborative skills and conflict resolution for successful teamwork and project completion. The study also categorizes intragroup conflicts and highlights how strong group-level social skills are critical in minimizing conflicts and promoting productive collaboration.
GC.IS.4,Productive Collaboration,Impactful Learning Environments: A Humanistic Approach to Fostering Adolescents' Post Industrial Social Skills.,doi:10.1177/0022167818779948,"Leach, N. (2018). Impactful learning environments: A humanistic approach to fostering adolescents' postindustrial social skills. Journal of Humanistic Psychology, (62)3 doi:10.1177/0022167818779948","This longitudinal ethnographic case study explored the development of ""post industrial social skills"" such as communication, collaboration, and interpersonal skills. The author found that humanistic learning environments, characterized by a strong sense of community and a culture of respect, significantly fostered collaboration skills among students. Students felt comfortable in collaborative settings and appreciated diversity of experience and opinion, which enhanced their understanding of collaboration skills as an asset."
GC.IS.4,Productive Collaboration,Using Problem-Centered Learning for Teaching Collaboration in a General Methods Course,https://doi.org/10.1080/00098650309601231,"Memory, D. M., Yoder, C. Y., & Williams, R. O. (2003). Using problem-centered learning for teaching collaboration in a general methods course. The Clearing House: A Journal of Educational Strategies, Issues and Ideas, 77(2), 67-72. https://doi.org/10.1080/00098650309601231","This study demonstrates how problem-centered learning can effectively teach collaboration skills to student teachers by engaging them in real-world scenarios. Student teachers work in diverse teams, take turns leading problem-solving activities, and develop a deeper understanding of collaboration dynamics. This experience not only aids their professional growth but also enhances their ability to model and foster collaborative learning environments for their future students."
GC.IS.4,Productive Collaboration,Using Cooperative Learning to Enhance Students' Learning and Engagement During Inquiry-Based Science,https://doi.org/10.3390/educsci13121242,"Gillies, R. M. (2023). Using cooperative learning to enhance students' learning and engagement during inquiry-based science. Education Sciences, 13(12), 1242. https://doi.org/10.3390/educsci13121242","This review examines the effectiveness of cooperative learning strategies in inquiry-based science education, highlighting its role in fostering student curiosity and participation. Cooperative learning encourages students to work in groups to solve problems, enhancing their understanding and retention of scientific concepts and developing important social skills. The study emphasizes that effective implementation requires significant changes in classroom management and teaching strategies, with teachers adopting more facilitative roles."
GC.SA.1,Diverse Perspectives,Longitudinal Research on Perspective Taking in Adolescence: A Systematic Review,https://doi.org/10.1007/s40894-021-00150-9,"Hall, H.K., Millear, P.M.R., Summers, M.J., & Isbel, B. (2021). Longitudinal research on perspective taking in adolescence: A systematic review. Adolescent Research Review, 6, 125-150. https://doi.org/10.1007/s40894-021-00150-9","This article highlights perspective-taking as a crucial socio-cognitive skill that develops during adolescence, supporting prosocial behaviors, conflict resolution, and improved relationships. The development of strong perspective-taking skills is linked to higher self-esteem, reduced depressive symptoms, and greater psychological well-being."
GC.SA.1,Diverse Perspectives,"Creativity, Critical Thinking, Communication, and Collaboration: Assessment, Certification, and Promotion of 21st Century Skills for the Future of Work and Education",https://doi.org/10.3390/jintelligence11030054,"Thornhill-Miller, B., Camarda, A., Mercier, M., Burkhardt, J.-M., Morisseau, T., Bourgeois-Bougrine, S., Vinchon, F., El Hayek, S., Augereau-Landais, M., Mourey, F., Feybesse, C., Sundquist, D., & Lubart, T. (2023). Creativity, critical thinking, communication, and collaboration: Assessment, certification, and promotion of 21st century skills for the future of work and education. Journal of Intelligence, 11(3), 54. https://doi.org/10.3390/jintelligence11030054","This article emphasizes the importance of the '4Cs'—creativity, critical thinking, communication, and collaboration—for 21st-century demands. It argues that diverse perspectives enhance collaboration by introducing varied ways of understanding problems, framing solutions, and generating innovative ideas. Schools can support these skills through team-based projects, fostering adaptability and respect for others."
GC.SA.1,Diverse Perspectives,Social Cognitive Development During Adolescence,https://doi.org/10.1093/scan/nsIO24,"Choudhury, S., Blakemore, S-J., Charman, T. (2006). Social cognitive development during adolescence. Social Cognitive and Affective Neuroscience, 1(3), 165–174, https://doi.org/10.1093/scan/nsIO24","This study indicates that adolescence is a crucial period for developing neurocognitive functions that support understanding and reconciling differing perspectives. Perspective-taking abilities improve throughout adolescence, enabling young people to transition from egocentric to allocentric viewpoints. Adolescents who excel in perspective-taking are better equipped for leadership, conflict resolution, and other social roles."
GC.SA.1,Diverse Perspectives,"The Difference: How the Power of Diversity Creates Better Groups, Firms, Schools, and Societies",,"Page, S. E. (2007). The difference: How the power of diversity creates better groups, firms, schools, and societies. Princeton University Press.","This book explores how diversity in groups leads to better problem-solving, decision-making, and innovation, especially in complex environments. It emphasizes that a modern economy requires adaptability, problem-solving, and cross-cultural communication, skills developed through exposure to diverse perspectives."
GC.SA.1,Diverse Perspectives,Does Diversity Matter? Measuring the Impact of High School Diversity on Freshman GPA,https://doi.org/10.1111/j.0190-292X.2004.00056.x,"Tam, M.Y.S., & Bassett, G.W., Jr. (2004). Does diversity matter? Measuring the impact of high school diversity on freshman GPA. Policy Studies Journal, 32, 129-143. https://doi.org/10.1111/j.0190-292X.2004.00056.x","Research suggests that students in diverse educational environments learn and think in deeper, more complex ways. Exposure to varied perspectives challenges students to think critically and adaptively, improving communication, empathy, and cultural understanding. Students from more diverse high schools tend to achieve higher GPAs in college, particularly minority and less represented groups."
GC.SA.2,Navigating Power,"Civic Education, Civic Engagement, and Youth Civic Development",https://doi.org/10.1017/s1049096503002191,"Dudley, R. L., & Gitelson, A. R. (2003). Civic education, Civic engagement, and youth civic development. Political Science and Politics, 36(2), 263–267. https://doi.org/10.1017/s1049096503002191","This article discusses the crucial role of political knowledge in fostering democratic citizenship and civic engagement. It highlights that civic education should cover government mechanics, political processes, and societal power structures to empower young people to participate effectively in their communities and political systems."
GC.SA.2,Navigating Power,"Unraveling the Complexity of Critical Consciousness, Political Efficacy, and Political Action Among Marginalized Adolescents",https://doi.org/10.1111/cdev.12446,"Diemer, M. A., & Rapa, L. J. (2016). Unraveling the complexity of critical consciousness, political efficacy, and political action among marginalized adolescents. Child Development, 87(1), 221-238. https://doi.org/10.1111/cdev.12446","This study examines how critical consciousness impacts political engagement among marginalized adolescents. It shows that perceptions of inequality influence various forms of political participation, and integrating discussions about structural inequalities into the curriculum helps students understand power dynamics and participate actively in civic life."
GC.SA.2,Navigating Power,Civic Engagement and the Transition to Adulthood,https://doi.org/10.1353/foc.0.0043,"Flanagan, C., & Levine, P. (2010). Civic engagement and the transition to adulthood. The Future of Children, 20(1), 159-179. https://doi.org/10.1353/foc.0.0043","This article emphasizes the importance of civic engagement in sustaining democracy and supporting young adults' personal growth. Civic activities provide opportunities to analyze social, political, and economic power dynamics, fostering a sense of belonging and purpose. The authors advocate for programs that ensure all youth, especially those from lower socioeconomic backgrounds, can participate in civic activities."
GC.SA.2,Navigating Power,"Building Power, Learning Democracy: Youth Organizing as a Site of Civic Development",https://doi.org/10.3102/0091732X11422328,"Rogers, J., Mediratta, K., & Shah, S. (2012). Building power, learning democracy: Youth organizing as a site of civic development. Review of Research in Education, 36(1), 43–66. https://doi.org/10.3102/0091732X11422328","This chapter focuses on youth organizing as a platform for young people to engage in civic actions and understand democracy. Youth organizing helps participants grasp policy formation and influence, fostering critical thinking and collaboration. It allows youth voices to be heard in public debates and decision-making, leading to substantive change."
GC.SAg.1,Community Advocacy,The Psychology of Citizenship and Civic Engagement.,https://doi.org/10.1093/acprof:oso/9780199752126.001.0001,"Pancer, S. M. (2015). The psychology of citizenship and civic engagement. Oxford University Press. https://doi.org/10.1093/acprof:oso/9780199752126.001.0001","This book explores factors influencing civic engagement, emphasizing the crucial role of schools and neighborhoods in fostering civic participation from an early age. It highlights that civic involvement can deter negative behaviors in young people and correlates with better academic performance and enhanced social skills. The text underscores the importance of early civic engagement as foundational for healthy adolescent development and successful transition into adult roles."
GC.SAg.1,Community Advocacy,"Citizenship, Curriculum, and Critical Thinking Beyond the Four Walls of the Classroom: Linking the Academic Content with Service-Learning",http://www.jstor.org/stable/23479630,"Ponder, J., Veldt, M. V., & Lewis-Ferrell, G. (2011). Citizenship, curriculum, and critical thinking beyond the four walls of the classroom: Linking the academic content with service-learning. Teacher Education Quarterly, 38(4), 45-68. http://www.jstor.org/stable/23479630","This study discusses the importance of service-learning in enhancing academic achievement and promoting civic responsibility and community engagement. Teachers created service-learning projects aligned with social justice themes, allowing students to apply civic knowledge and critical thinking skills in real-world contexts. These projects help students develop a robust civic identity and encourage active participation in their communities through meaningful problem-solving."
GC.SAg.1,Community Advocacy,"Different Pedagogy, Different Politics: High School Learning Opportunities and Youth Political Engagement",https://doi.org/10.1111/j.1467-9221.2012.00936,"Kahne, J., Crow, D., & Lee, N.-J. (2013). Different pedagogy, different politics: High school learning opportunities and youth political engagement. Political Psychology, 34(3), 419–441. https://doi.org/10.1111/j.1467-9221.2012.00936","This study examines how various pedagogical approaches in high schools influence students' civic and political engagement. It finds that open classroom discussions promote engagement with traditional political activities, while service-learning opportunities are more effective at encouraging community-based actions. Both types of educational experiences increase students' commitment to participatory citizenship, emphasizing the importance of diverse civic learning opportunities for fostering a broad range of civic competencies among youth."
GC.SAg.2,Community Mobilization,Civic Purpose: An Integrated Construct for Understanding Civic Development in Adolescents,https://www.jstor.org/stable/26765100,"Malin, H., Ballard, P. J., & Damon, W. (2015). Civic purpose: An integrated construct for understanding civic development in adolescence. Human Development, 58(2), 103–130. https://www.jstor.org/stable/26765100","This article examines the development of civic purpose in adolescence and its role in reducing antisocial behavior through emotional and cognitive growth. Early indicators of purpose often manifest when young people experience empathy in response to the suffering or negative experiences of others and then take action to alleviate that suffering. The integration of emotional empathy and cognitive development leads to the formulation of civic purpose, which is defined as a sustained intention to contribute to the world beyond oneself through civic or political action."
GC.SAg.2,Community Mobilization,The Psychology of Citizenship and Civic Engagement,https://doi.org/10.1093/acprof:oso/9780199752126.001.0001,"Pancer, S. M. (2015). The psychology of citizenship and civic engagement. Oxford University Press. https://doi.org/10.1093/acprof:oso/9780199752126.001.0001","This book discusses a number of factors influencing civic engagement, including the role of schools and neighborhoods in fostering civic engagement among individuals. It emphasizes that these environments often offer the first real community experiences that influence lifelong civic participation. The book underscores the importance of early civic engagement as a foundational element for healthy adolescent development and a successful transition into adult roles within society."
GC.SAg.2,Community Mobilization,Civic Engagement and the Transition to Adulthood,https://doi.org/10.1353/foc.0.0043,"Flanagan, C., & Levine, P. (2010). Civic engagement and the transition to adulthood. The Future of Children, 20(1), 159-179. https://doi.org/10.1353/foc.0.0043","Civic engagement helps maintain a functioning democracy and supports the personal growth and maturation of young adults. Engaging in civic activities meets human needs for belonging and purpose beyond personal gain, and it allows young adults to contribute to their communities, thereby gaining a stake in society's future. The article emphasizes the need for institutions and policies to better incorporate young adults into civic life."
GC.SAg.2,Community Mobilization,Developing Social Entrepreneurs and Social Innovators: A Social Identity and Self-Efficacy Approach,https://doi.org/10.5465/amle.2011.0016,"Smith, I. H., & Woodworth, W. P. (2012). Developing social entrepreneurs and social innovators: A social identity and self-efficacy approach. Academy of Management Learning & Education, 11(3), 390-407. https://doi.org/10.5465/amle.2011.0016","The authors of this article emphasize the role of social identity and self-efficacy in cultivating ""social entrepreneurs."" Social identity theory suggests that people define themselves by the groups to which they belong, and self-efficacy involves belief in one's capability to achieve a goal. The authors argue for a structured approach in social entrepreneurship education, emphasizing the importance of developing a strong social identity and self-efficacy."
GC.SAg.2,Community Mobilization,Adolescent Civic and Political Engagement: Associations Between Domain-Specific Judgments and Behavior,http://www.jstor.org/stable/29738625,"Metzger, A., & Smetana, J. G. (2009). Adolescent civic and political engagement: Associations between domain-specific judgments and behavior. Child Development, 80(2), 433–441. http://www.jstor.org/stable/29738625","This study investigated how adolescents differentiate various forms of civic involvement—such as community service, political activities, and social movements—based on moral, conventional, and personal judgments. Utilizing social domain theory, the study found, for example, that adolescents often viewed community service activities as moral obligations, emphasizing the importance of helping others. The study concludes that adolescents' conceptualizations of civic involvement are influenced by their social and educational experiences and that these perceptions shape their engagement in civic activities."
LL.SAw.1,Wellness,The Bioecological Model of Human Development,https://doi.org/10.1002/9780470147658.chpsy0114,"Bronfenbrenner, U., & Morris, P. A. (2006). The bioecological model of human development. In R. M. Lerner & W. Damon (Eds.), Handbook of child psychology: Theoretical models of human development (6th ed., pp. 793–828). John Wiley & Sons, Inc. https://doi.org/10.1002/9780470147658.chpsy0114","This article outlines the ""bioecological"" model of human development, a system for exploring the complex interplays between environmental factors and individual development across a person's lifespan. The model posits that an individual's biology as well as their abilities, knowledge, and skills interact with their environments, all across their lifespan. Ultimately, learning environments—and the adults in them—should attend not only to students' common goals for learning, but also the highly individualized ways that learning will occur."
LL.SAw.1,Wellness,"We Feel, Therefore We Learn: The Relevance of Affective and Social Neuroscience to Education",https://doi.org/10.1111/j.1751-228X.2007.00004.x,"Immordino-Yang, M. H., & Damasio, A. (2007). We feel, therefore we learn: The relevance of affective and social neuroscience to education. Mind, Brain, and Education, 1(1), 3-10. https://doi.org/10.1111/j.1751-228X.2007.00004.x","This article discusses the relevance of affective and social neuroscience to education. While the summary text is incomplete in the provided image, the title suggests its focus on how emotions and social interactions impact learning. This source would likely support the Wellness competency by explaining the neurobiological underpinnings of emotional regulation and its role in a student's ability to learn and thrive."
LL.SAw.3,Understanding Self,Evolution of Self-Awareness and the Cultural Emergence of Academic and Non-academic Self-Concepts,https://doi.org/10.1007/s10648-022-09669-2,"Geary, D., & Xu, K.M. (2022). Evolution of self-awareness and the cultural emergence of academic and non-academic self-concepts. Educational Psychology Review, 34, 2323-2349. https://doi.org/10.1007/s10648-022-09669-2","This article highlights that academic self-concepts, which involve perceptions of one's capabilities, significantly impact academic performance by increasing motivation and engagement in learning activities. Students with a strong academic self-concept are more likely to pursue higher education and skilled jobs, leading to better economic outcomes. The development of these self-concepts is influenced by the cultural environment, underscoring the importance for educators and policymakers to consider cultural factors in fostering students' self-awareness and academic success."
LL.SAw.3,Understanding Self,Competence and Motivation during Adolescence,,"Yeager, D. S., Lee, H. Y., & Dahl, R. E. (2017). Competence and motivation during adolescence. In A. J. Elliot, C. S. Dweck, & D. S. Yeager (Eds.), Handbook of competence and motivation: Theory and application (2nd ed., pp. 431-448). The Guilford Press.","This chapter suggests that adolescents possess unique cognitive flexibilities and decision-making capabilities that can enhance learning, particularly when educational experiences allow them to feel competent based on their authentic interests. It emphasizes that perceived competence is a key factor influencing motivation to learn, leading to enhanced engagement. The authors advocate for educational practices and interventions that respect adolescent developmental progressions, creating learning environments that offer meaningful challenges and support autonomy, relatedness, and competence."
LL.SAw.3,Understanding Self,Motivation Interventions in Education: A Meta-Analytic Review,https://doi.org/10.3102/0034654315617832,"Lazowski, R. A., & Hulleman, C. S. (2016). Motivation interventions in education: A meta-analytic review. Review of Educational Research, 86(2), 602-640. https://doi.org/10.3102/0034654315617832","This review posits that adolescence is a crucial period for cultivating motivational processes that foster self-awareness and self-efficacy, which are foundational for effective motivation. Interventions that help students align learning activities with their values and goals can enhance their self-awareness and perceived control over learning, thereby increasing intrinsic motivation. Furthermore, interventions that nurture students' beliefs in their capabilities to execute tasks successfully support the development of self-awareness of their skills and capabilities, ultimately improving academic engagement and success."
LL.SAw.3,Understanding Self,A Social-Cognitive Approach to Motivation and Personality,https://doi.org/10.1037/0033-295X.95.2.256,"Dweck, C. S., & Leggett, E. L. (1988). A social-cognitive approach to motivation and personality. Psychological Review, 95(2), 256-273. https://doi.org/10.1037/0033-295X.95.2.256","This source was not summarized in the provided text. Therefore, a summary cannot be generated."
LL.SD.1,Self-Motivation,Interest Development and Learning,https://doi.org/10.1017/9781316823279.013,"Renninger, K. A., & Hidi, S. E. (2019). Interest development and learning. In The cambridge handbook of motivation and learning (pp. 265–290). Cambridge University Press. https://doi.org/10.1017/9781316823279.013","This review explores how interest develops from initial engagement to deep personal commitment, highlighting that all individuals can develop interest in any content area. The authors emphasize that interest not only increases engagement but also improves persistence, even when tasks become challenging, and suggest educators link new content to existing interests or introduce novel applications to enhance student engagement."
LL.SD.1,Self-Motivation,The Effect of Motive-Goal Congruence on Adolescents' Academic Goal Engagement and Disengagement,https://doi.org/10.1007/s11031-022-09946-1,"Yau, P. S., Cho, Y., Kay, J., & Heckhausen, J. (2022). The effect of motive-goal congruence on adolescents' academic goal engagement and disengagement. Motivation and Emotion, 46(4), 447-460. https://doi.org/10.1007/s11031-022-09946-1","This study differentiates between implicit motives and explicit goals, showing both components independently and in interaction significantly influence students' engagement with academic goals. Adolescence is highlighted as a critical period for aligning intrinsic motivations with explicit academic goals to enhance engagement and reduce disengagement. Educational interventions should focus on helping students set realistic yet challenging goals that resonate with their deeper motivations, promoting sustained engagement."
LL.SD.1,Self-Motivation,States of Curiosity Modulate Hippocampus-Dependent Learning via the Dopaminergic Circuit,https://doi.org/10.1016/j.neuron.2014.08.060,"Gruber, M.J., Gelman, B.D., & Ranganath, C. (2014). States of curiosity modulate hippocampus-dependent learning via the dopaminergic circuit. Neuron, 84(2), 486-496. https://doi.org/10.1016/j.neuron.2014.08.060","This study uses fMRI to demonstrate that curiosity enhances learning of new information and memory retention, even for information not inherently interesting, during heightened curiosity. The findings suggest a link between neurological structures involved in extrinsic and intrinsic motivation, providing strong motivation for educators to build learning experiences that honor students' interests and curiosity to improve material retention."
LL.SD.1,Self-Motivation,The Role of the Learning Environment in Adolescents' Motivational Development,https://doi.org/10.1007/s11031-021-09879–1,"Raufelder, D., & Kulakow, S. (2021). The role of the learning environment in adolescents' motivational development. Motivation and Emotion, 45(3), 299–311. https://doi.org/10.1007/s11031-021-09879–1","This study compares a conventional teacher-directed learning (TDL) environment and a student-directed learning (SDL) environment, finding that SDL better supports students' motivational needs. The authors conclude that tailored learning environments can mitigate typical declines in motivation during adolescence, emphasizing strategies like offering more autonomy and opportunities for self-directed learning as students progress through school."
LL.SD.1,Self-Motivation,The Importance of Motivation as a Predictor of School Achievement,https://doi.org/10.1016/j.lindif.2008.05.004,"Steinmayr, R., & Spinath, B. (2009). The importance of motivation as a predictor of school achievement. Learning and Individual Differences, 19(1), 80-90. https://doi.org/10.1016/j.lindif.2008.05.004","This study examines various motivational factors beyond intelligence that predict academic success among high school students, including domain-specific values, self-perceptions of ability, goals, and achievement motives. The authors highlight the significant role of personal relevance and motivation in education, suggesting that fostering positive motivational attitudes and student interest in classroom settings enhances academic performance."
LL.SD.2,Wayfinding,The Relation Between Self-Regulated Learning and Academic Achievement Across Childhood and Adolescence: A Meta-Analysis,https://doi.org/10.1007/s10648-015-9320-8,"Dent, A. L., & Koenka, A. C. (2016). The relation between self-regulated learning and academic achievement across childhood and adolescence: A meta-analysis. Educational Psychology Review, 28(3), 425-474. https://doi.org/10.1007/s10648-015-9320-8","This meta-analysis finds that self-regulated learning strategies become more impactful as students progress into high school, showing a stronger association with academic performance due to the complexities of tasks and students' cognitive maturity. The authors emphasize the critical role of self-regulated learning in enhancing academic achievement, highlighting that metacognitive processes like planning, monitoring, and evaluating are particularly important for navigating complex academic tasks."
LL.SD.2,Wayfinding,Self-Determination as a Source of Self-Esteem in Adolescence,https://doi.org/10.2307/2580355,"Owens, T. J., Mortimer, J. T., & Finch, M. D. (1996). Self-determination as a source of self-esteem in adolescence. Social Forces, 74(4), 1377–1404. https://doi.org/10.2307/2580355","This study finds that self-determination in family, school, and part-time job settings significantly influences adolescents' self-esteem, with a sense of control and autonomy leading to higher self-esteem. The article highlights that experiences allowing personal discretion and engaging tasks are pivotal in shaping an adolescent's self-concept and esteem. Skills and attitudes developed through autonomous experiences in one domain can influence perceptions and behaviors in others, emphasizing interconnectedness in adolescent development."
LL.SD.2,Wayfinding,Youth Development Programs: Supporting Self-Motivation in Project-Based Learning,https://doi.org/10.1017/9781316823279.007,"Larson, R. W., McGovern, G., Orson, C., Renninger, K. A., & Hidi, S. E. (2019). Youth development programs: Supporting self-motivation in project-based learning. In The Cambridge Handbook of Motivation and Learning (pp. 111–138). Cambridge University Press. https://doi.org/10.1017/9781316823279.007","This chapter explores how self-motivation and wayfinding skills can be developed through project-based learning, highlighting project-based afterschool youth development programs as significant learning contexts. Projects introduce challenges, and structured support from teachers and peers helps students learn to navigate these challenges through strategies like iterative thinking. Project-based learning significantly boosts motivation, often surpassing traditional school settings, with motivation tending to increase over time."
